Amount Requested,Application Date,Loan Title,Risk_Score,Debt-To-Income Ratio,Zip Code,State,Employment Length,Policy Code
30000,4/21/2016,debt_consolidation,728,27.56%,959xx,CA,< 1 year,0
40000,4/21/2016,debt_consolidation,653,28.92%,908xx,CA,< 1 year,0
40000,4/21/2016,debt_consolidation,,53.26%,995xx,AK,< 1 year,0
300000,4/21/2016,Business Loan,,-1%,926xx,CA,< 1 year,0
10000,4/21/2016,other,,41.01%,067xx,CT,< 1 year,0
5000,4/21/2016,debt_consolidation,,6.95%,913xx,CA,< 1 year,0
10000,4/21/2016,debt_consolidation,,22.53%,544xx,WI,< 1 year,0
4000,4/21/2016,debt_consolidation,,36.48%,600xx,IL,< 1 year,0
12000,4/21/2016,Debt consolidation,,19.27%,337xx,FL,9 years,0
2500,4/21/2016,debt_consolidation,,14.80%,620xx,IL,< 1 year,0
50000,4/21/2016,Business Loan,,-1%,752xx,TX,< 1 year,0
5000,4/21/2016,major_purchase,,0%,927xx,CA,< 1 year,0
20000,4/21/2016,debt_consolidation,,422.35%,142xx,NY,< 1 year,0
20000,4/21/2016,car,681,329.90%,923xx,CA,< 1 year,0
5000,4/21/2016,credit_card,,31.31%,100xx,NY,< 1 year,0
5000,4/21/2016,major_purchase,,17.46%,212xx,MD,< 1 year,0
25000,4/21/2016,other,,44.80%,917xx,CA,< 1 year,0
15000,4/21/2016,debt_consolidation,,15.94%,270xx,NC,5 years,0
8000,4/21/2016,debt_consolidation,,32.74%,907xx,CA,5 years,0
1000,4/21/2016,other,,0%,750xx,TX,< 1 year,0
30000,4/21/2016,other,,88.72%,782xx,TX,< 1 year,0
6000,4/21/2016,debt_consolidation,,22.42%,833xx,ID,< 1 year,0
19000,4/21/2016,car,,11.35%,292xx,SC,,0
1000,4/21/2016,car,,1.84%,972xx,OR,< 1 year,0
3500,4/21/2016,Credit card refinancing,704,16.63%,801xx,CO,,0
15000,4/21/2016,credit_card,,20%,189xx,PA,< 1 year,0
1000,4/21/2016,other,,2.84%,937xx,CA,< 1 year,0
30000,4/21/2016,debt_consolidation,,45.86%,853xx,AZ,< 1 year,0
10000,4/21/2016,debt_consolidation,,9.91%,554xx,MN,< 1 year,0
5000,4/21/2016,credit_card,,16.05%,853xx,AZ,< 1 year,0
5000,4/21/2016,debt_consolidation,,22.10%,810xx,CO,< 1 year,0
7500,4/21/2016,debt_consolidation,676,532.02%,327xx,FL,< 1 year,0
16000,4/21/2016,debt_consolidation,,26.09%,351xx,AL,< 1 year,0
25000,4/21/2016,home_improvement,604,5.68%,480xx,MI,< 1 year,0
20000,4/21/2016,debt_consolidation,,24.54%,483xx,MI,< 1 year,0
15000,4/21/2016,credit_card,,6.12%,109xx,NY,< 1 year,0
15000,4/21/2016,Other,,8.01%,959xx,CA,10+ years,0
30000,4/21/2016,other,,30.21%,958xx,CA,< 1 year,0
7000,4/21/2016,debt_consolidation,663,30.32%,890xx,NV,< 1 year,0
8000,4/21/2016,debt_consolidation,,15.51%,388xx,MS,< 1 year,0
13000,4/21/2016,major_purchase,,27.75%,215xx,MD,< 1 year,0
6000,4/21/2016,other,,28.57%,934xx,CA,< 1 year,0
25000,4/21/2016,debt_consolidation,647,47.85%,995xx,AK,< 1 year,0
12500,4/21/2016,house,,16.71%,900xx,CA,< 1 year,0
15000,4/21/2016,credit_card,,33.99%,077xx,NJ,5 years,0
10000,4/21/2016,home_improvement,,-1%,920xx,CA,< 1 year,0
1000,4/21/2016,other,,-1%,710xx,DC,< 1 year,0
10000,4/21/2016,home_improvement,,3.75%,928xx,CA,< 1 year,0
5000,4/21/2016,moving,,-1%,891xx,NV,< 1 year,0
15000,4/21/2016,debt_consolidation,,0.69%,607xx,IL,< 1 year,0
10000,4/21/2016,moving,602,0.08%,278xx,NC,< 1 year,0
1500,4/21/2016,moving,,10.65%,229xx,VA,< 1 year,0
25000,4/21/2016,home_improvement,,43.95%,393xx,MS,< 1 year,0
6000,4/21/2016,debt_consolidation,,9.76%,023xx,MA,< 1 year,0
10000,4/21/2016,other,,27.35%,672xx,KS,< 1 year,0
25000,4/21/2016,debt_consolidation,,40.21%,322xx,FL,< 1 year,0
7000,4/21/2016,Credit card refinancing,,8.85%,585xx,ND,10+ years,0
2000,4/21/2016,other,,4.55%,054xx,VT,< 1 year,0
5000,4/21/2016,debt_consolidation,,25.20%,328xx,FL,< 1 year,0
35000,4/21/2016,credit_card,,51.18%,030xx,NH,5 years,0
12000,4/21/2016,small_business,,5.30%,113xx,NY,< 1 year,0
3000,4/21/2016,debt_consolidation,,0%,913xx,CA,5 years,0
4000,4/21/2016,home_improvement,,11.01%,601xx,IL,< 1 year,0
25000,4/21/2016,home_improvement,,0.44%,076xx,NJ,< 1 year,0
6000,4/21/2016,debt_consolidation,,23.27%,750xx,TX,5 years,0
3000,4/21/2016,debt_consolidation,,21.02%,946xx,CA,< 1 year,0
15000,4/21/2016,debt_consolidation,,54.30%,922xx,CA,< 1 year,0
15000,4/21/2016,debt_consolidation,,49.65%,685xx,NE,< 1 year,0
25000,4/21/2016,home_improvement,725,4.07%,956xx,CA,< 1 year,0
35000,4/21/2016,other,,0.17%,920xx,CA,< 1 year,0
25000,4/21/2016,credit_card,,24.96%,902xx,CA,5 years,0
5000,4/21/2016,credit_card,,21.02%,331xx,FL,< 1 year,0
50000,4/21/2016,Business Loan,,-1%,940xx,CA,< 1 year,0
5000,4/21/2016,debt_consolidation,594,3.60%,770xx,TX,< 1 year,0
5000,4/21/2016,home_improvement,,0.66%,481xx,MI,< 1 year,0
5000,4/21/2016,credit_card,,11%,327xx,FL,< 1 year,0
20000,4/21/2016,debt_consolidation,,57.48%,703xx,LA,< 1 year,0
1000,4/21/2016,moving,,19.64%,967xx,HI,< 1 year,0
1000,4/21/2016,other,,5.90%,395xx,MS,5 years,0
5000,4/21/2016,other,,4.26%,122xx,NY,< 1 year,0
35000,4/21/2016,other,,1.35%,065xx,CT,< 1 year,0
20000,4/21/2016,Debt consolidation,688,12.19%,940xx,CA,10+ years,0
20000,4/21/2016,debt_consolidation,,34.55%,940xx,CA,< 1 year,0
8000,4/21/2016,debt_consolidation,,2.13%,024xx,MA,< 1 year,0
5000,4/21/2016,other,,6.18%,302xx,GA,< 1 year,0
5000,4/21/2016,other,,5.29%,103xx,NY,5 years,0
10000,4/21/2016,debt_consolidation,,13.64%,894xx,NV,< 1 year,0
30000,4/21/2016,Debt consolidation,688,9.69%,762xx,TX,7 years,0
15000,4/21/2016,debt_consolidation,,7.08%,922xx,CA,< 1 year,0
15000,4/21/2016,home_improvement,,13.56%,967xx,HI,5 years,0
1100,4/21/2016,vacation,,2089.16%,895xx,NV,< 1 year,0
35000,4/21/2016,debt_consolidation,,25.07%,667xx,KS,< 1 year,0
20000,4/21/2016,home_improvement,,39.86%,010xx,MA,< 1 year,0
4000,4/21/2016,debt_consolidation,,19.33%,601xx,IL,< 1 year,0
18000,4/21/2016,debt_consolidation,624,50.64%,612xx,IL,< 1 year,0
20000,4/21/2016,debt_consolidation,,32.14%,337xx,FL,< 1 year,0
12000,4/21/2016,debt_consolidation,,39.11%,891xx,NV,< 1 year,0
5000,4/21/2016,other,,103.41%,638xx,MO,,0
2500,4/21/2016,Moving and relocation,,5.30%,970xx,OR,5 years,0
6000,4/21/2016,debt_consolidation,,24.29%,282xx,NC,< 1 year,0
5000,4/21/2016,credit_card,,26.81%,967xx,HI,< 1 year,0
18000,4/21/2016,debt_consolidation,651,108.07%,554xx,MN,< 1 year,0
20000,4/21/2016,debt_consolidation,,24.77%,948xx,CA,< 1 year,0
10000,4/21/2016,debt_consolidation,,35.28%,313xx,GA,< 1 year,0
1000,4/21/2016,small_business,,-1%,234xx,VA,5 years,0
20000,4/21/2016,debt_consolidation,,24.01%,700xx,LA,< 1 year,0
10000,4/21/2016,major_purchase,,11.37%,283xx,NC,< 1 year,0
5000,4/21/2016,other,,1.68%,770xx,TX,< 1 year,0
20000,4/21/2016,debt_consolidation,,21.47%,920xx,CA,5 years,0
10000,4/21/2016,debt_consolidation,,47.73%,916xx,CA,< 1 year,0
5000,4/21/2016,debt_consolidation,,13.91%,123xx,NY,< 1 year,0
35000,4/21/2016,credit_card,,74.08%,765xx,TX,< 1 year,0
18300,4/21/2016,debt_consolidation,,35.80%,741xx,OK,< 1 year,0
5000,4/21/2016,debt_consolidation,,8.06%,193xx,PA,< 1 year,0
10000,4/21/2016,debt_consolidation,,67.77%,913xx,CA,< 1 year,0
5000,4/21/2016,debt_consolidation,,19.04%,440xx,OH,< 1 year,0
7000,4/21/2016,other,,7.86%,124xx,NY,< 1 year,0
7000,4/21/2016,credit_card,,4.17%,967xx,HI,< 1 year,0
1000,4/21/2016,major_purchase,,14.48%,531xx,WI,5 years,0
4000,4/21/2016,debt_consolidation,,15.07%,633xx,MO,< 1 year,0
30000,4/21/2016,debt_consolidation,,3.31%,339xx,FL,5 years,0
2000,4/21/2016,debt_consolidation,,34.81%,993xx,WA,< 1 year,0
17000,4/21/2016,house,,15.72%,665xx,KS,5 years,0
20000,4/21/2016,debt_consolidation,,20.28%,077xx,NJ,< 1 year,0
1000,4/21/2016,debt_consolidation,,12.36%,791xx,TX,< 1 year,0
8950,4/21/2016,debt_consolidation,,1.82%,531xx,WI,< 1 year,0
2000,4/21/2016,vacation,,21.78%,110xx,NY,< 1 year,0
24000,4/21/2016,debt_consolidation,,35.71%,215xx,MD,5 years,0
10000,4/21/2016,Business Loan,,-1%,956xx,CA,< 1 year,0
7000,4/21/2016,car,,44.31%,604xx,IL,5 years,0
20000,4/21/2016,house,610,18.45%,073xx,NJ,< 1 year,0
1500,4/21/2016,debt_consolidation,,4.42%,618xx,IL,< 1 year,0
27000,4/21/2016,debt_consolidation,,1.31%,114xx,NY,5 years,0
1000,4/21/2016,other,,24.17%,843xx,UT,5 years,0
1000,4/21/2016,moving,,11.89%,853xx,AZ,5 years,0
5000,4/21/2016,debt_consolidation,,16.33%,728xx,AR,< 1 year,0
10000,4/21/2016,debt_consolidation,,0%,300xx,GA,< 1 year,0
10000,4/21/2016,debt_consolidation,644,35.79%,928xx,CA,< 1 year,0
10000,4/21/2016,Business Loan,,-1%,770xx,TX,< 1 year,0
20000,4/21/2016,debt_consolidation,,27.30%,937xx,CA,< 1 year,0
30000,4/21/2016,small_business,,0.65%,778xx,TX,5 years,0
20000,4/21/2016,debt_consolidation,,43.11%,930xx,CA,< 1 year,0
10000,4/21/2016,debt_consolidation,,2.15%,995xx,AK,< 1 year,0
5000,4/21/2016,Business Loan,,-1%,983xx,WA,< 1 year,0
10000,4/21/2016,debt_consolidation,,5.87%,570xx,SD,< 1 year,0
100000,4/21/2016,Business Loan,,-1%,291xx,SC,< 1 year,0
2500,4/21/2016,vacation,,16.03%,381xx,TN,< 1 year,0
5000,4/21/2016,home_improvement,,28.62%,853xx,AZ,< 1 year,0
15500,4/21/2016,debt_consolidation,662,30.28%,908xx,CA,< 1 year,0
2500,4/21/2016,moving,,17.48%,549xx,WI,< 1 year,0
5500,4/21/2016,car,,2.14%,953xx,CA,5 years,0
25000,4/21/2016,credit_card,,28.72%,941xx,CA,5 years,0
4500,4/21/2016,car,,17.71%,989xx,WA,< 1 year,0
2500,4/21/2016,medical,,37.29%,851xx,AZ,< 1 year,0
35000,4/21/2016,debt_consolidation,,6.14%,104xx,NY,5 years,0
6000,4/21/2016,debt_consolidation,,15.07%,272xx,NC,5 years,0
15000,4/21/2016,home_improvement,,29.34%,557xx,MN,< 1 year,0
10000,4/21/2016,credit_card,,16.82%,797xx,TX,< 1 year,0
3500,4/21/2016,debt_consolidation,,34%,147xx,NY,< 1 year,0
1000,4/21/2016,debt_consolidation,,11.48%,299xx,SC,< 1 year,0
5000,4/21/2016,home_improvement,,28.84%,769xx,TX,5 years,0
1000,4/21/2016,other,,12.34%,020xx,MA,< 1 year,0
4000,4/21/2016,debt_consolidation,,16%,285xx,NC,< 1 year,0
1000,4/21/2016,other,,64.08%,774xx,TX,< 1 year,0
1000,4/21/2016,major_purchase,,4.46%,553xx,MN,5 years,0
25000,4/21/2016,credit_card,,7.07%,727xx,AR,5 years,0
23000,4/21/2016,small_business,,5.57%,851xx,AZ,< 1 year,0
5000,4/21/2016,debt_consolidation,,19.40%,559xx,MN,< 1 year,0
9000,4/21/2016,debt_consolidation,,15.51%,921xx,CA,< 1 year,0
40000,4/21/2016,medical,599,17.76%,207xx,MD,< 1 year,0
13000,4/21/2016,debt_consolidation,,15.17%,840xx,UT,< 1 year,0
4500,4/21/2016,moving,,18.44%,750xx,TX,5 years,0
35000,4/21/2016,debt_consolidation,613,40.79%,985xx,WA,< 1 year,0
6000,4/21/2016,moving,,14.55%,926xx,CA,< 1 year,0
15000,4/21/2016,other,,3.81%,380xx,TN,< 1 year,0
10000,4/21/2016,Business Loan,,-1%,282xx,NC,< 1 year,0
22000,4/21/2016,other,,24.77%,606xx,IL,< 1 year,0
3450,4/21/2016,debt_consolidation,,22.85%,451xx,OH,5 years,0
10000,4/21/2016,debt_consolidation,,14.99%,141xx,NY,< 1 year,0
25000,4/21/2016,debt_consolidation,,10.64%,600xx,IL,< 1 year,0
1500,4/21/2016,small_business,,96.08%,900xx,CA,< 1 year,0
60000,4/21/2016,Business Loan,,-1%,930xx,CA,< 1 year,0
1000,4/21/2016,debt_consolidation,,17.93%,386xx,MS,< 1 year,0
13000,4/21/2016,debt_consolidation,,-1%,913xx,CA,< 1 year,0
3000,4/21/2016,debt_consolidation,,24.09%,890xx,NV,< 1 year,0
5000,4/21/2016,other,,7.81%,957xx,CA,5 years,0
6000,4/21/2016,debt_consolidation,621,24.62%,262xx,WV,< 1 year,0
5000,4/21/2016,other,,0.75%,967xx,HI,< 1 year,0
5000,4/21/2016,debt_consolidation,,28.44%,982xx,WA,< 1 year,0
1000,4/21/2016,small_business,,36.30%,891xx,NV,5 years,0
10000,4/21/2016,other,,15.40%,797xx,TX,< 1 year,0
40000,4/21/2016,vacation,660,446.21%,554xx,MN,< 1 year,0
2000,4/21/2016,car,,-1%,377xx,TN,5 years,0
10000,4/21/2016,debt_consolidation,,17.37%,741xx,OK,5 years,0
15000,4/21/2016,other,,4.57%,721xx,AR,< 1 year,0
15000,4/21/2016,debt_consolidation,,23.72%,986xx,WA,< 1 year,0
8000,4/21/2016,credit_card,,12.30%,547xx,WI,< 1 year,0
4000,4/21/2016,debt_consolidation,,22.51%,275xx,NC,< 1 year,0
5000,4/21/2016,debt_consolidation,,0.75%,956xx,CA,< 1 year,0
7500,4/21/2016,debt_consolidation,,2.57%,668xx,KS,< 1 year,0
8000,4/21/2016,credit_card,,35.97%,923xx,CA,< 1 year,0
5000,4/21/2016,home_improvement,,0%,657xx,MO,< 1 year,0
16000,4/21/2016,debt_consolidation,,29.60%,925xx,CA,< 1 year,0
1500,4/21/2016,car,,12.93%,705xx,LA,< 1 year,0
35000,4/21/2016,Major purchase,,8.96%,112xx,NY,1 year,0
10000,4/21/2016,other,,13.83%,112xx,NY,< 1 year,0
10000,4/21/2016,credit_card,,8.16%,758xx,TX,,0
12000,4/21/2016,debt_consolidation,,16.59%,225xx,VA,< 1 year,0
30000,4/21/2016,Business Loan,,-1%,257xx,WV,< 1 year,0
40000,4/21/2016,Business,698,22.13%,926xx,CA,1 year,0
2500,4/21/2016,debt_consolidation,,1.23%,088xx,NJ,5 years,0
20000,4/21/2016,credit_card,,32.03%,852xx,AZ,5 years,0
3000,4/21/2016,other,,21.73%,630xx,MO,5 years,0
1800,4/21/2016,major_purchase,,27.86%,769xx,TX,< 1 year,0
12000,4/21/2016,credit_card,,29.88%,676xx,KS,< 1 year,0
30000,4/21/2016,debt_consolidation,661,4.10%,945xx,CA,< 1 year,0
10000,4/21/2016,debt_consolidation,,28.05%,218xx,MD,< 1 year,0
6000,4/21/2016,credit_card,651,42.72%,352xx,AL,< 1 year,0
5000,4/21/2016,home_improvement,,16.72%,788xx,TX,< 1 year,0
15000,4/21/2016,debt_consolidation,,17.79%,376xx,TN,< 1 year,0
18000,4/21/2016,debt_consolidation,,26.25%,633xx,MO,< 1 year,0
10000,4/21/2016,debt_consolidation,,6.68%,786xx,TX,5 years,0
30000,4/21/2016,home_improvement,,9.03%,362xx,AL,< 1 year,0
9000,4/21/2016,medical,,1.12%,080xx,NJ,< 1 year,0
2000,4/21/2016,home_improvement,,53.76%,617xx,IL,< 1 year,0
8000,4/21/2016,home_improvement,,0%,448xx,OH,< 1 year,0
15000,4/21/2016,debt_consolidation,,19.57%,957xx,CA,,0
1000,4/21/2016,home_improvement,636,5.26%,462xx,IN,< 1 year,0
8500,4/21/2016,debt_consolidation,,16.69%,785xx,TX,< 1 year,0
20000,4/21/2016,Credit card refinancing,657,17.84%,208xx,MD,6 years,0
25000,4/21/2016,debt_consolidation,,66.91%,910xx,CA,< 1 year,0
14000,4/21/2016,other,,-1%,945xx,CA,5 years,0
2000,4/21/2016,other,,33.71%,704xx,LA,< 1 year,0
3000,4/21/2016,other,,2.68%,917xx,CA,< 1 year,0
27000,4/21/2016,debt_consolidation,,22.22%,930xx,CA,< 1 year,0
15000,4/21/2016,credit_card,,15.25%,735xx,OK,< 1 year,0
25000,4/21/2016,debt_consolidation,,53.08%,604xx,IL,< 1 year,0
12000,4/21/2016,debt_consolidation,,16.82%,211xx,MD,< 1 year,0
25000,4/21/2016,debt_consolidation,,37.64%,435xx,OH,< 1 year,0
2500,4/21/2016,major_purchase,,1.04%,441xx,OH,< 1 year,0
20000,4/21/2016,credit_card,,32.97%,925xx,CA,< 1 year,0
3000,4/21/2016,debt_consolidation,,55.60%,920xx,CA,< 1 year,0
6000,4/21/2016,Credit card refinancing,,49.54%,945xx,CA,10+ years,0
35000,4/21/2016,debt_consolidation,,0.75%,800xx,CO,< 1 year,0
2000,4/21/2016,other,,1.13%,370xx,TN,< 1 year,0
5000,4/21/2016,other,,17.31%,144xx,NY,< 1 year,0
15000,4/21/2016,other,,52.43%,480xx,MI,< 1 year,0
9000,4/21/2016,debt_consolidation,,9.43%,480xx,MI,,0
1000,4/21/2016,moving,,-1%,700xx,LA,5 years,0
4000,4/21/2016,debt_consolidation,,2.08%,920xx,CA,5 years,0
21000,4/21/2016,debt_consolidation,,55.71%,070xx,NJ,< 1 year,0
35000,4/21/2016,car,,16.52%,960xx,CA,< 1 year,0
2000,4/21/2016,debt_consolidation,,23%,850xx,AZ,5 years,0
10000,4/21/2016,debt_consolidation,,17.48%,850xx,AZ,< 1 year,0
35000,4/21/2016,house,,9.35%,993xx,WA,,0
10000,4/21/2016,debt_consolidation,658,30.31%,902xx,CA,< 1 year,0
5000,4/21/2016,other,,0%,355xx,AL,< 1 year,0
1300,4/21/2016,medical,519,9.58%,953xx,CA,< 1 year,0
20000,4/21/2016,small_business,,10.98%,330xx,FL,< 1 year,0
7000,4/21/2016,debt_consolidation,,1.94%,930xx,CA,< 1 year,0
20000,4/21/2016,debt_consolidation,668,21.85%,958xx,CA,< 1 year,0
3000,4/21/2016,debt_consolidation,,14.83%,631xx,MO,< 1 year,0
3000,4/21/2016,credit_card,,2.30%,074xx,NJ,< 1 year,0
6000,4/21/2016,debt_consolidation,,5.93%,232xx,VA,< 1 year,0
1000,4/21/2016,other,,4.50%,554xx,MN,< 1 year,0
20000,4/21/2016,other,,17.27%,209xx,MD,5 years,0
4000,4/21/2016,vacation,,0.26%,134xx,NY,5 years,0
35000,4/21/2016,other,,0%,212xx,MD,< 1 year,0
25000,4/21/2016,other,,0%,606xx,IL,,0
3000,4/21/2016,medical,,13.03%,954xx,CA,< 1 year,0
3500,4/21/2016,debt_consolidation,,3.68%,802xx,CO,< 1 year,0
15000,4/21/2016,debt_consolidation,,32.14%,416xx,KY,,0
4200,4/21/2016,credit_card,,86.49%,730xx,OK,5 years,0
35000,4/21/2016,credit_card,,52.92%,674xx,KS,,0
2500,4/21/2016,medical,,3.22%,357xx,AL,,0
35000,4/21/2016,house,,45.89%,628xx,IL,5 years,0
3000,4/21/2016,major_purchase,,3%,334xx,FL,< 1 year,0
7000,4/21/2016,debt_consolidation,,62.76%,935xx,CA,< 1 year,0
5000,4/21/2016,moving,,76.08%,295xx,SC,5 years,0
4000,4/21/2016,Debt consolidation,,16.87%,973xx,OR,2 years,0
20000,4/21/2016,Moving and relocation,631,31.96%,916xx,CA,8 years,0
21000,4/21/2016,car,,24.17%,945xx,CA,< 1 year,0
8000,4/21/2016,Credit card refinancing,,6.13%,189xx,PA,4 years,0
10000,4/21/2016,credit_card,,22.02%,070xx,NJ,< 1 year,0
6000,4/21/2016,debt_consolidation,,28.66%,574xx,SD,< 1 year,0
1000,4/21/2016,medical,,23.22%,630xx,MO,,0
3000,4/21/2016,credit_card,,7.30%,863xx,AZ,< 1 year,0
5000,4/21/2016,debt_consolidation,,30.03%,805xx,CO,< 1 year,0
1200,4/21/2016,vacation,,72.29%,761xx,TX,5 years,0
2500,4/21/2016,debt_consolidation,,1%,902xx,CA,5 years,0
20000,4/21/2016,small_business,,16.56%,238xx,VA,< 1 year,0
10000,4/21/2016,medical,,6.32%,337xx,FL,< 1 year,0
1000,4/21/2016,credit_card,,19.81%,971xx,OR,< 1 year,0
1500,4/21/2016,other,,71.35%,060xx,CT,< 1 year,0
25000,4/21/2016,debt_consolidation,,7.58%,088xx,NJ,< 1 year,0
1000,4/21/2016,medical,,8.64%,409xx,KY,< 1 year,0
1000,4/21/2016,other,,25.14%,932xx,CA,5 years,0
7000,4/21/2016,home_improvement,,1.55%,548xx,WI,5 years,0
10000,4/21/2016,credit_card,,10.93%,922xx,CA,5 years,0
20000,4/21/2016,debt_consolidation,,24.48%,925xx,CA,,0
6000,4/21/2016,debt_consolidation,,18.28%,800xx,CO,< 1 year,0
10000,4/21/2016,credit_card,,10.11%,908xx,CA,5 years,0
8650,4/21/2016,car,,12.85%,900xx,CA,< 1 year,0
8000,4/21/2016,debt_consolidation,659,45.75%,242xx,VA,< 1 year,0
35000,4/21/2016,home_improvement,,7.50%,321xx,FL,5 years,0
3000,4/21/2016,debt_consolidation,,37.42%,303xx,GA,< 1 year,0
15000,4/21/2016,car,,0.59%,853xx,AZ,< 1 year,0
1000,4/21/2016,debt_consolidation,,3.07%,604xx,IL,< 1 year,0
30000,4/21/2016,Moving and relocation,702,15.60%,870xx,NM,10+ years,0
10000,4/21/2016,major_purchase,,1.53%,775xx,TX,< 1 year,0
5000,4/21/2016,other,,5.20%,378xx,TN,< 1 year,0
2500,4/21/2016,debt_consolidation,,98.91%,981xx,WA,< 1 year,0
5000,4/21/2016,other,,-1%,919xx,CA,< 1 year,0
6000,4/21/2016,debt_consolidation,,9999%,207xx,MD,< 1 year,0
30000,4/21/2016,Business Loan,,-1%,301xx,GA,< 1 year,0
18000,4/21/2016,Credit card refinancing,616,3.72%,612xx,VA,< 1 year,0
10000,4/21/2016,debt_consolidation,,40.06%,780xx,TX,< 1 year,0
30000,4/21/2016,debt_consolidation,,19.42%,799xx,TX,5 years,0
13000,4/21/2016,major_purchase,,0.82%,640xx,MO,5 years,0
25000,4/21/2016,debt_consolidation,672,17.02%,923xx,CA,< 1 year,0
12000,4/21/2016,Credit card refinancing,,10.59%,939xx,CA,2 years,0
3000,4/21/2016,car,595,0.94%,300xx,GA,< 1 year,0
8000,4/21/2016,debt_consolidation,,8.81%,325xx,FL,< 1 year,0
4000,4/21/2016,debt_consolidation,,8.02%,262xx,WV,< 1 year,0
3000,4/21/2016,major_purchase,,22.32%,770xx,TX,< 1 year,0
12000,4/21/2016,car,,0.51%,923xx,CA,5 years,0
6000,4/21/2016,debt_consolidation,633,22.34%,719xx,AR,< 1 year,0
10000,4/21/2016,debt_consolidation,,67.39%,347xx,FL,< 1 year,0
20000,4/21/2016,house,,0%,167xx,PA,,0
6000,4/21/2016,debt_consolidation,,16.89%,891xx,NV,< 1 year,0
7000,4/21/2016,Debt consolidation,659,36.28%,721xx,AR,5 years,0
20500,4/21/2016,home_improvement,,-1%,307xx,GA,5 years,0
12000,4/21/2016,Credit card refinancing,,16.34%,939xx,CA,9 years,0
10000,4/21/2016,Debt consolidation,,22.53%,917xx,CA,2 years,0
30000,4/21/2016,debt_consolidation,,30.37%,972xx,OR,< 1 year,0
5000,4/21/2016,home_improvement,,33.35%,747xx,OK,5 years,0
4000,4/21/2016,credit_card,,25.08%,902xx,CA,< 1 year,0
4000,4/21/2016,credit_card,,26.14%,141xx,NY,5 years,0
5000,4/21/2016,debt_consolidation,,25.93%,971xx,OR,< 1 year,0
10000,4/21/2016,small_business,,403.61%,816xx,CO,< 1 year,0
15000,4/21/2016,debt_consolidation,,56.05%,785xx,TX,< 1 year,0
80000,4/21/2016,Business Loan,,-1%,786xx,TX,< 1 year,0
20000,4/21/2016,car,710,10.78%,905xx,CA,< 1 year,0
30000,4/21/2016,debt_consolidation,,40.83%,274xx,NC,< 1 year,0
2000,4/21/2016,debt_consolidation,,7.39%,334xx,FL,< 1 year,0
25000,4/21/2016,debt_consolidation,,23.18%,925xx,CA,5 years,0
10000,4/21/2016,Debt consolidation,,6.30%,850xx,AZ,9 years,0
9000,4/21/2016,debt_consolidation,,19.71%,112xx,NY,< 1 year,0
25000,4/21/2016,major_purchase,,20.29%,225xx,VA,5 years,0
15000,4/21/2016,debt_consolidation,,28.11%,940xx,CA,< 1 year,0
25000,4/21/2016,home_improvement,,2.58%,981xx,WA,5 years,0
10000,4/21/2016,credit_card,,28.17%,170xx,PA,< 1 year,0
15000,4/21/2016,debt_consolidation,,25.76%,770xx,TX,5 years,0
15000,4/21/2016,debt_consolidation,,32.79%,985xx,WA,,0
2500,4/21/2016,small_business,,26.47%,773xx,TX,< 1 year,0
35000,4/21/2016,other,,3.86%,980xx,WA,5 years,0
2000,4/21/2016,medical,,37.29%,851xx,AZ,< 1 year,0
3000,4/21/2016,moving,,8.74%,902xx,CA,5 years,0
15000,4/21/2016,debt_consolidation,649,332.65%,362xx,AL,< 1 year,0
2500,4/21/2016,debt_consolidation,,3.08%,010xx,MA,< 1 year,0
5000,4/21/2016,moving,,22.34%,953xx,CA,< 1 year,0
20000,4/21/2016,credit_card,,21.68%,305xx,GA,< 1 year,0
2000,4/21/2016,vacation,,11.87%,775xx,TX,5 years,0
5000,4/21/2016,other,,19.34%,115xx,NY,< 1 year,0
3500,4/21/2016,major_purchase,,15.37%,784xx,TX,< 1 year,0
10000,4/21/2016,debt_consolidation,,12.24%,376xx,TN,< 1 year,0
1000,4/21/2016,other,,48.24%,891xx,NV,5 years,0
6000,4/21/2016,debt_consolidation,,39.54%,600xx,IL,< 1 year,0
10000,4/21/2016,other,,70.82%,757xx,TX,< 1 year,0
11000,4/21/2016,Credit card refinancing,,8.94%,852xx,AZ,6 years,0
5000,4/21/2016,debt_consolidation,,3.07%,805xx,CO,< 1 year,0
14000,4/21/2016,debt_consolidation,,377.86%,760xx,TX,< 1 year,0
1500,4/21/2016,debt_consolidation,,10.19%,330xx,FL,< 1 year,0
10000,4/21/2016,house,,1.50%,320xx,FL,< 1 year,0
5000,4/21/2016,debt_consolidation,,10.06%,761xx,TX,< 1 year,0
1000,4/21/2016,debt_consolidation,,30.48%,917xx,CA,< 1 year,0
10000,4/21/2016,Business Loan,,-1%,700xx,LA,< 1 year,0
9450,4/21/2016,debt_consolidation,,50.73%,570xx,SD,5 years,0
5000,4/21/2016,other,,4.02%,330xx,FL,5 years,0
5000,4/21/2016,medical,,0.35%,286xx,NC,5 years,0
1000,4/21/2016,other,,-1%,112xx,NY,< 1 year,0
2500,4/21/2016,other,633,0.29%,585xx,ND,< 1 year,0
15000,4/21/2016,debt_consolidation,,32.59%,731xx,OK,< 1 year,0
24000,4/21/2016,debt_consolidation,,17.56%,331xx,FL,< 1 year,0
3000,4/21/2016,other,,39.38%,913xx,CA,< 1 year,0
